CityName, Population, Latitude, Longitude
Chapleau 74A,17,47.808717,-83.378871
Duck Lake 76B,154,47.836147,-83.331999
Chapleau Cree Fox Lake,62,47.807912,-83.437143
Chapleau 75,0,47.852187,-83.377204
Chapleau,1942,47.835948,-83.411017
Sudbury, Unorganized, North Part,2902,47.590686,-82.306875
Greater Sudbury / Grand Sudbury,166004,46.601803,-81.040233
Wahnapitei 11,124,46.769413,-80.825266
Coleman,517,47.375176,-79.67374
Latchford,355,47.245276,-79.719054
Cobalt,989,47.399335,-79.6794
Harris,530,47.530096,-79.599195
Temiskaming Shores,9634,47.458411,-79.707032
Hudson,530,47.545317,-79.828074
Kerns,330,47.616951,-79.824184
Harley,524,47.631456,-79.695577
Casey,341,47.618138,-79.578116
Brethour,105,47.7037,-79.599372
Hilliard,215,47.697066,-79.706386
Armstrong,1199,47.711859,-79.82499
Thornloe,92,47.667202,-79.762406
James,348,47.725266,-80.338695
Charlton and Dack,686,47.794315,-79.952536
Evanturel,502,47.790907,-79.813833
Englehart,1442,47.82675,-79.877186
Chamberlain,311,47.892493,-79.926619
Matachewan,268,47.897779,-80.76606
Matachewan 72,66,48.074091,-80.629366
McGarry,579,48.142042,-79.58075
Larder Lake,745,48.054144,-79.720842
Gauthier,151,48.138394,-79.828506
Kirkland Lake,7750,48.213208,-80.00085
Timiskaming, Unorganized, East Part,5,48.190954,-79.649396
Timiskaming, Unorganized, West Part,3210,47.655077,-80.78122
Black River-Matheson,2572,48.53056,-80.38781
Timmins,41145,48.485621,-81.287592
Iroquois Falls,4418,48.703597,-80.801857
Abitibi 70,156,48.632957,-79.99328
Cochrane,5390,49.134701,-81.056084
Smooth Rock Falls,1200,49.250341,-81.560125
Fauquier-Strickland,467,49.274954,-82.008438
Moonbeam,1157,49.37379,-82.181404
Kapuskasing,8057,49.398773,-82.396448
Val Rita-Harty,757,49.457,-82.623643
Opasatika,200,49.524346,-82.902711
Hearst,4794,49.688488,-83.658582
Mattice-Val C�t�,542,49.633243,-83.298378
Cochrane, Unorganized, South West Part,5,48.37826,-80.613272
Cochrane, Unorganized, North Part,2546,50.000553,-82.161246
Fort Albany (Part) 67,775,52.282242,-81.628628
Factory Island 1,1376,51.265623,-80.596473
Constance Lake 92,741,49.82099,-84.120699
Moose Factory 68,0,51.12354,-80.597063
Cochrane, Unorganized, South East Part,25,48.315781,-80.200349
Flying Post 73,0,48.53541,-82.020796
New Post 69A,128,49.008227,-80.838181
Moosonee,1512,51.271786,-80.653071
Jocelyn,314,46.144914,-83.954797
Hilton,382,46.18385,-83.835116
Hilton Beach,198,46.250562,-83.879713
St. Joseph,1426,46.27315,-84.009542
Laird,1121,46.389714,-84.055797
Tarbutt and Tarbutt Additional,573,46.345159,-84.013664
Johnson,749,46.370679,-83.896223
Plummer Additional,757,46.288938,-83.744017
Bruce Mines,582,46.299351,-83.777591
Thessalon 12,151,46.25272,-83.4125
Thessalon,1260,46.26113,-83.556253
Huron Shores,1860,46.200071,-83.146665
Blind River,3422,46.254155,-82.889608
Spanish,670,46.136826,-82.423933
The North Shore,531,46.143085,-82.608855
Elliot Lake,11372,46.4007,-82.620426
Macdonald, Meredith and Aberdeen Additional,1513,46.485201,-83.960093
Sault Ste. Marie,72051,46.536412,-84.399605
Prince,975,46.560616,-84.498809
Sagamok,1110,46.145092,-82.180122
Serpent River 7,351,46.173753,-82.558882
Mississagi River 8,414,46.20911,-82.998797
Garden River 14,1071,46.547805,-84.031387
Rankin Location 15D,,46.570405,-84.247533
Wawa,2705,47.991647,-84.765523
Goulais Bay 15A,,46.709732,-84.536328
Gros Cap 49,63,47.995973,-84.876429
Dubreuilville,576,48.347165,-84.552378
White River,557,48.576231,-85.252804
Obadjiwan 15E,,46.906893,-84.634283
Algoma, Unorganized, South East Part,5,46.15485,-82.067201
Algoma, Unorganized, North Part,6050,47.245352,-84.616126
Hornepayne,968,49.262783,-84.802073
Neebing,2241,48.134008,-89.382644
Fort William 52,964,48.305367,-89.237941
Thunder Bay,108843,48.415688,-89.275934
Oliver Paipoonge,6035,48.405277,-89.502242
Gillies,441,48.26099,-89.711454
O'Connor,689,48.361869,-89.689619
Conmee,798,48.463571,-89.668409
Shuniah,3247,48.663517,-88.686516
Dorion,375,48.782375,-88.587282
Red Rock,895,48.94716,-88.362343
Nipigon,1473,49.025367,-88.313901
Schreiber,1039,48.800829,-87.263577
Terrace Bay,1528,48.768848,-87.113822
Marathon,3138,48.749189,-86.346247
Pic Mobert North,138,48.699828,-85.621024
Pic Mobert South,127,48.683739,-85.642233
Pic River 50,372,48.629149,-86.271942
Pays Plat 51,100,48.884931,-87.555171
Lake Helen 53A,240,49.029848,-88.239804
Gull River 55,110,49.817745,-89.140045
Manitouwadge,1974,49.130854,-85.843302
Ginoogaming First Nation,200,49.73496,-86.483567
Long Lake 58,410,49.792223,-86.565788
Rocky Bay 1,154,49.438944,-88.133011
Sand Point First Nation,5,49.470181,-88.116729
Greenstone,4309,49.727467,-87.166403
Aroland,178,50.226147,-86.961486
Lake Nipigon,0,49.714994,-87.337129
Ojibway Nation of Saugeen (Savant Lake),88,50.448664,-90.706056
Osnaburgh 63A,233,51.056975,-90.256371
Thunder Bay, Unorganized,6221,49.866498,-89.588168
Red Rock 53,0,49.065265,-88.317087
Whitesand,297,50.313588,-89.050102
Lac des Mille Lacs 22A1,0,48.88486,-90.375595
Atikokan,2642,48.761496,-91.623085
Alberton,954,48.59736,-93.505381
Fort Frances,7466,48.617974,-93.397946
La Vallee,788,48.634165,-93.639246
Emo,1204,48.641524,-93.778458
Chapple,763,48.776453,-93.956737
Manitou Rapids 11,300,48.659428,-93.89628
Morley,493,48.80351,-94.218107
Dawson,399,48.751466,-94.495975
Rainy River,752,48.721392,-94.567713
Assabaska,0,48.983337,-94.438969
Lake of the Woods,308,49.152825,-94.657037
Big Grassy River 35G,251,49.070435,-94.313266
Big Island Mainland 93,5,49.084524,-94.302797
Saug-A-Gaw-Sing 1,136,49.121404,-94.311578
Neguaguon Lake 25D,118,48.390243,-92.121146
Rainy Lake 18C,125,48.689137,-93.360991
Agency 1,0,48.616403,-93.357688
Couchiching 16A,633,48.698799,-93.444231
Rainy Lake 26A,158,48.744852,-92.934538
Seine River 23A,270,48.718068,-92.403955
Rainy Lake 17A,234,48.860847,-93.576484
Rainy Lake 17B,5,48.887046,-93.734727
Sturgeon Falls 23,10,48.737685,-92.345865
Rainy River, Unorganized,1423,48.40325,-91.297698
Ignace,1206,49.413382,-91.669889
Whitefish Bay 32A,610,49.4027,-93.892843
Whitefish Bay 33A,94,49.368713,-93.95338
Sioux Narrows-Nestor Falls,727,49.302518,-93.973279
Kenora,14967,49.82123,-94.44573
Machin,1012,49.780825,-93.196226
Eagle Lake 27,257,49.733936,-93.048189
Dryden,7388,49.800732,-92.723491
Ear Falls,924,50.695665,-93.388722
Sioux Lookout,5839,50.01228,-92.14324
Red Lake,4094,51.059681,-93.734898
Slate Falls,299,51.128638,-91.675287
Pickle Lake,398,51.468443,-90.197535
Fort Albany (Part) 67,,52.322683,-81.738982
Attawapiskat 91A,1586,52.924968,-82.427833
Marten Falls 65,243,51.669844,-85.915041
Fort Hope 64,977,51.614959,-87.83565
Cat Lake 63C,651,51.736928,-91.82027
Osnaburgh 63B,524,51.246861,-90.22572
Lac Seul 28,1022,50.254995,-92.409641
Wabigoon Lake 27,175,49.592414,-92.540182
English River 21,584,50.145456,-94.006304
Weagamow Lake 87,921,52.948909,-91.260316
Northwest Angle 33B,52,49.37568,-95.030238
Wabaseemoong,815,50.138036,-94.937775
Sabaskong Bay 35D,383,49.179033,-93.918169
Shoal Lake 34B2,81,49.606341,-95.117325
Lake of the Woods 37,49,49.354795,-94.858227
Kenora 38B,402,49.725994,-94.417536
Poplar Hill,663,52.109572,-94.297624
Shoal Lake 39A,445,49.656829,-95.105793
Rat Portage 38A,171,49.683505,-94.617358
Deer Lake,1087,52.634166,-94.06466
Sandy Lake 88,2100,53.069867,-93.33986
Kitchenuhmaykoosib Aaki 84,1029,53.834392,-90.212773
Sachigo Lake 1,608,53.874766,-92.176416
Pikangikum 14,,51.811227,-93.960196
Fort Severn 89,364,55.990392,-87.660648
Webequie,723,52.983866,-87.360079
North Spirit Lake,265,52.487191,-93.011946
Lansdowne House,0,52.216331,-87.900281
Shoal Lake (Part) 40,96,49.585092,-95.139948
Whitefish Bay 34A,125,49.371974,-93.97509
Wabauskang 21,57,50.367632,-93.182563
Wunnumin 1,587,52.844198,-89.273709
Summer Beaver,355,52.748313,-88.514394
Wapekeka 2,456,53.82038,-89.566068
The Dalles 38C,180,49.877691,-94.533867
Kenora, Unorganized,7475,53.22276,-84.607635
Peawanuck,247,54.990886,-85.432058
Neskantaga,244,52.199449,-88.032876
Bearskin Lake,447,53.913129,-90.95505
Kasabonika Lake,1060,53.645061,-88.652345
Muskrat Dam Lake,,53.368286,-91.846678
Kingfisher Lake 1,511,53.023425,-89.830503
Wawakapewin,16,53.410058,-89.171149
Kee-Way-Win,409,53.004577,-92.797171
Stuartburn,1731,49.1403,-96.49795
Piney,1843,49.216384,-95.903594
Reynolds,1344,49.644026,-95.925098
Whitemouth,1630,49.955748,-95.962054
Pinawa,1558,50.175618,-95.995838
Lac du Bonnet,3563,50.251406,-96.243921
Lac du Bonnet,1064,50.25191,-96.061133
Buffalo Point 36,219,49.014302,-95.235294
Alexander,3854,50.466487,-96.06553
Powerview-Pine Falls,1239,50.566402,-96.212408
Victoria Beach,689,50.704431,-96.535043
Shoal Lake (Part) 40,0,49.592211,-95.214174
Division No.  1, Unorganized,1380,49.348458,-95.484012
Emerson-Franklin,2437,49.140894,-96.999387
Roseau Rapids 2A,100,49.221371,-96.927732
Roseau River 2,564,49.164155,-97.241797
De Salaberry,3918,49.376834,-97.018726
St-Pierre-Jolys,1305,49.43967,-96.984055
Hanover,17216,49.469353,-96.794073
Steinbach,17806,49.530547,-96.69364
Niverville,5947,49.604538,-97.048389
La Broquerie,6725,49.425803,-96.483373
Ste. Anne,5584,49.633487,-96.558317
Ste. Anne,2891,49.67002,-96.6462
Tach�,11916,49.752414,-96.687508
Ritchot,7469,49.657638,-97.087351
Montcalm,1278,49.184348,-97.403021
Altona,4267,49.107532,-97.565298
Rhineland,5819,49.126157,-97.740082
Stanley,8981,49.096306,-98.054423
Winkler,13745,49.182527,-97.938564
Morden,9929,49.191045,-98.108952
Thompson,1518,49.371088,-98.246999
Roland,1145,49.34756,-97.89991
Morris,3049,49.406373,-97.470514
Morris,1975,49.35063,-97.373052
Dufferin,2543,49.524511,-97.900029
Carman,3114,49.507925,-98.006095
Pembina,2406,49.170297,-98.481557
Louise,2025,49.147683,-98.863596
Cartwright-Roblin,1336,49.108057,-99.287552
Argyle,994,49.362568,-99.17895
Lorne,2904,49.436372,-98.760999
Swan Lake 7,,49.389043,-98.888232
Killarney - Turtle Mountain,3520,49.154355,-99.671502
Boissevain-Morton,2309,49.162414,-100.072788
Deloraine-Winchester,1478,49.169611,-100.439235
Brenda-Waskada,650,49.162324,-100.701188
Melita,1041,49.273418,-100.987617
Two Borders,1120,49.259095,-101.132462
Grassland,1583,49.451439,-100.380805
Prairie Lakes,1625,49.404175,-99.477704
Sifton,1239,49.643015,-100.643293
Pipestone,1422,49.658057,-101.133756
Canupawakpa Dakota First Nation (Oak Lake 59),322,49.614795,-100.932816
Wallace-Woodworth,2748,49.938558,-101.207286
Virden,3118,49.853747,-100.933923
Sioux Valley Dakota Nation,1057,49.851869,-100.498018
Glenboro-South Cypress,1123,49.694814,-99.436876
Swan Lake 7A,0,49.762721,-99.306266
Oakland-Wawanesa,1758,49.620895,-99.859612
Souris-Glenwood,2547,49.621295,-100.258875
Whitehead,1679,49.805613,-100.246268
Cornwallis,4568,49.75384,-99.859667
Brandon,51313,49.833096,-99.919847
North Cypress-Langford,3011,49.997339,-99.396546
Carberry,1818,49.8672,-99.330073
Elton,1276,49.982499,-99.877671
Waywayseecappo Highway 10,0,49.897625,-99.936016
Riverdale,1803,49.967704,-100.290156
Norfolk-Treherne,1770,49.671217,-98.584032
Victoria,1188,49.628249,-98.926765
North Norfolk,3915,49.938134,-98.835929
Glenella-Lansdowne,1133,50.402782,-99.21575
WestLake-Gladstone,3273,50.2554,-98.845961
Sandy Bay 5,2598,50.547564,-98.65419
Grey,2517,49.702239,-98.084978
Portage la Prairie,6888,49.997233,-98.41127
Long Plain 6,1335,49.846757,-98.485298
Dakota Plains 6A,98,49.816862,-98.525165
Dakota Tipi 1,226,49.948843,-98.342795
Portage la Prairie,13270,49.970637,-98.28821
Long Plain,5,49.880385,-98.487212
Macdonald,8120,49.667701,-97.462989
Cartier,3344,49.890228,-97.70033
St. Fran�ois Xavier,1449,49.955792,-97.593508
Winnipeg,749607,49.86379,-97.156576
Headingley,4331,49.864927,-97.399643
Springfield,16142,49.903504,-96.682984
Brokenhead,5414,50.128354,-96.509101
Beausejour,3307,50.062301,-96.511486
East St. Paul,9725,49.98027,-97.016931
West St. Paul,6682,50.006884,-97.134368
St. Andrews,11723,50.260986,-96.982092
Selkirk,10504,50.153642,-96.894712
Dunnottar,989,50.451765,-96.953371
St. Clements,11586,50.276962,-96.709627
Brokenhead 4,434,50.330806,-96.612903
Rosser,1270,49.997621,-97.401283
Woodlands,3797,50.204169,-97.723652
Rockwood,8440,50.278318,-97.280946
Stonewall,5046,50.133983,-97.327314
Teulon,1196,50.384858,-97.259532
Neepawa,5685,50.2289,-99.460448
Oakview,1928,50.189009,-100.22161
Hamiota,1234,50.20377,-100.634077
Birdtail Creek 57,452,50.273513,-101.159037
Ellice-Archie,831,50.284659,-101.372809
Gambler 63 (Part),15,50.587946,-101.403662
Prairie View,2161,50.339561,-100.979835
Yellowhead,1841,50.463706,-100.525122
Keeseekoowenin 61,472,50.565927,-100.314051
Harrison Park,1852,50.5497,-100.167171
Rolling River 67,379,50.447617,-99.974151
Rolling River 67B,56,50.48802,-99.865005
Minto-Odanah,1121,50.233139,-99.717567
Minnedosa,2741,50.248059,-99.848409
Rosedale,1524,50.43968,-99.567333
Clanwilliam-Erickson,1012,50.51347,-99.746841
Rossburn,973,50.719897,-100.712909
Waywayseecappo First Nation,1409,50.675652,-100.93392
Riding Mountain West,1442,50.918705,-101.195026
Gambler 63 (Part),76,50.598234,-101.381107
Russell-Binscarth,2596,50.734561,-101.357497
Valley River 63A,360,51.22685,-100.933043
Hillsburg-Roblin-Shell River,3089,51.340924,-101.291966
Alonsa,1210,50.920077,-99.089739
Ebb and Flow 52,1608,51.051673,-99.005745
McCreary,748,50.749859,-99.427077
Ste. Rose,1591,51.014636,-99.449202
Dauphin,2136,51.18464,-99.922574
Dauphin,8368,51.148651,-100.046485
Gilbert Plains,1420,51.154169,-100.434112
Grandview,1419,51.147571,-100.777523
Ethelbert,648,51.521352,-100.497895
Mossey River,1450,51.581075,-99.999768
Lakeshore,1186,51.253527,-99.625091
Division No. 17, Unorganized,212,50.772344,-100.242014
Gimli,6569,50.662171,-97.053299
Winnipeg Beach,1439,50.499197,-96.978594
Armstrong,1967,50.67758,-97.483117
St. Laurent,1542,50.447757,-97.771473
Coldwell,1313,50.661249,-97.931034
Dog Creek 46,899,50.93522,-98.608802
West Interlake,2228,50.860802,-98.101434
Grahamdale,1278,51.008096,-97.980008
Obushkudayang,957,51.774968,-98.517125
Little Saskatchewan 48,627,51.694679,-98.573799
Fairford 50,1144,51.589804,-98.661814
Fisher,1845,51.075204,-97.661245
Arborg,1279,50.908803,-97.218919
Bifrost-Riverton,3320,51.067726,-97.167895
Division No. 18, Unorganized, East Part,229,51.260345,-96.672458
Division No. 18, Unorganized, West Part,0,50.746019,-98.310175
Shoal River 65B,95,52.829457,-100.665753
Division No. 19, Unorganized,2839,51.886521,-97.318223
Fort Alexander 3,2127,50.617247,-96.242322
Little Grand Rapids 14,,52.006785,-95.451556
Bloodvein 12,640,51.780632,-96.672008
Hole or Hollow Water 10,530,51.171902,-96.281347
Black River 9,498,50.828151,-96.329115
Fisher River 44,1449,51.439672,-97.362198
Fisher River 44A,44,51.399236,-97.532409
Peguis 1B,3053,51.304223,-97.569947
Jackhead 43,267,51.896722,-97.294646
Dauphin River 48A,213,51.950913,-98.058266
The Narrows 49,55,51.749671,-98.464201
Crane River 51,438,51.518748,-99.222572
Waterhen 45,476,51.943626,-99.583874
Pine Creek 66A,700,52.048198,-100.167888
Swan Lake 65C,10,52.510889,-100.870531
Shoal River Indian Reserve 65A,759,52.74745,-100.680894
Poplar River 16,,52.991304,-97.297281
Berens River 13,1161,52.343307,-96.951897
Pauingassi First Nation,,52.164632,-95.380175
Chemawawin 3,27,52.964547,-99.832412
Mountain (South),443,51.89187,-100.514068
Swan Valley West,2759,52.038689,-101.417525
Swan River,4049,52.106166,-101.259075
Minitonas-Bowsman,1587,52.158106,-100.977627
Mountain (North),537,52.572844,-100.979942
Wuskwi Sipihk First Nation 2,139,52.486028,-101.090021
Division No. 20, Unorganized, South Part,95,51.714258,-101.053661
Division No. 20, Unorganized, North Part,25,52.632952,-101.388407
Grand Rapids,213,53.188126,-99.293417
Grand Rapids 33,947,53.157737,-99.234171
Chemawawin 2,1264,53.104321,-99.800868
Opaskwayak Cree Nation 21A,243,53.796018,-101.22599
Opaskwayak Cree Nation 21B,278,53.833847,-101.223458
Opaskwayak Cree Nation 21C,40,53.822533,-101.267099
Opaskwayak Cree Nation 21D,0,53.827975,-101.290018
Opaskwayak Cree Nation 21N,5,53.79545,-101.393752
Opaskwayak Cree Nation 21I,119,53.823127,-101.317489
Opaskwayak Cree Nation 21E,2210,53.844309,-101.310303
The Pas,5639,53.869466,-101.232028
Kelsey,2181,53.708294,-101.437438
Moose Lake 31A,837,53.715186,-100.33937
Moose Lake 31G,0,53.83882,-100.39948
Flin Flon (Part),4940,54.770809,-101.843294
Snow Lake,1088,54.786633,-99.968338
Division No. 21, Unorganized,1712,54.240145,-100.538572
Moose Lake 31D,155,53.699383,-100.384208
Mystery Lake,0,55.29562,-98.472405
Thompson,13035,55.751746,-97.851122
Red Sucker Lake 1976A,147,54.151132,-93.501646
Division No. 22, Unorganized,2162,54.861341,-95.34762
Garden Hill First Nation,3054,53.898114,-94.619515
God's Lake 23,1520,54.518523,-94.615837
Oxford House 24,,54.881836,-95.361691
Cross Lake 19,1865,54.611724,-97.836598
Cross Lake 19A,2045,54.645678,-97.761888
God's River 86A,809,54.835453,-94.044661
Red Sucker Lake 1976,725,54.157133,-93.571933
Norway House 17,5390,53.944012,-97.809039
Nelson House 170,2397,55.808761,-98.888557
Split Lake 171,2232,56.259338,-96.144458
Ilford,62,56.05833,-95.626873
York Landing,455,56.090929,-96.09598
Mooseocoot 4,0,56.068087,-95.599091
Cross Lake 19E,763,54.627098,-97.745521
Wasagamack,2088,53.90021,-94.939218
St. Theresa Point,3417,53.704645,-94.928638
Mooseocoot,60,56.070381,-95.592353
Gillam,1007,56.363294,-94.381391
A Kwis Ki Mahka,58,56.346224,-94.710515
Fox Lake 2,126,56.503901,-94.203047
Leaf Rapids,351,56.479981,-99.59612
South Indian Lake,578,56.76124,-98.920254
Granville Lake,,56.226009,-100.564681
O-Pipon-Na-Piwin Cree Nation 1,257,56.780722,-98.919473
Lynn Lake,579,56.84223,-101.050551
Churchill,870,58.735235,-94.112627
Churchill 1,,58.716641,-98.486822
Division No. 23, Unorganized,74,58.168535,-95.746303
Pukatawagan 198,,55.746253,-101.31177
Brochet 197,,57.91719,-101.64789
Lac Brochet 197A,641,58.627866,-101.480446
Shamattawa 1,,55.856649,-92.093772
Black Sturgeon,149,56.827802,-100.572876
Argyle No. 1,331,49.137564,-101.527893
Gainsborough,227,49.178536,-101.448513
Carievale,85,49.175384,-101.621457
Mount Pleasant No. 2,419,49.124554,-101.821031
Carnduff,1150,49.176667,-101.80138
Enniskillen No. 3,422,49.132074,-102.220128
Glen Ewen,159,49.209352,-102.019089
Oxbow,1286,49.229956,-102.170915
Coalfields No. 4,330,49.119808,-102.601121
Frobisher,127,49.210015,-102.426297
North Portal,113,49.006507,-102.561378
Roche Perc�e,75,49.066422,-102.802566
Bienfait,668,49.142895,-102.800251
Estevan No. 5,1279,49.050573,-102.977579
Estevan,10851,49.14219,-102.985953
Benson No. 35,450,49.391783,-103.004313
Browning No. 34,355,49.3919,-102.623259
Lampman,673,49.379449,-102.756454
Moose Creek No. 33,306,49.37833,-102.207761
Alameda,345,49.271369,-102.287769
Reciprocity No. 32,351,49.392981,-101.718069
Alida,103,49.389146,-101.874632
Storthoaks No. 31,306,49.406863,-101.532942
Storthoaks,86,49.390422,-101.601946
Antler No. 61,451,49.614057,-101.565586
Redvers,1008,49.570893,-101.702632
Moose Mountain No. 63,489,49.641966,-102.202945
Manor,305,49.603835,-102.084764
Carlyle,1524,49.632318,-102.270462
Brock No. 64,252,49.659568,-102.603974
Arcola,636,49.638443,-102.490968
Kisbey,158,49.646174,-102.673081
Tecumseh No. 65,255,49.595252,-103.010613
Forget,35,49.653743,-102.869546
Stoughton,652,49.677475,-103.023137
Heward,30,49.736971,-103.149395
Golden West No. 95,289,49.901351,-103.006827
Hazelwood No. 94,244,49.912811,-102.470931
Wawken No. 93,614,49.916014,-102.221973
Kennedy,232,50.011664,-102.35007
Wawota,555,49.905523,-102.02733
Kenosee Lake,236,49.833343,-102.284201
Walpole No. 92,292,49.879142,-101.841223
Maryfield No. 91,258,49.904593,-101.550728
Maryfield,311,49.835811,-101.525834
Fairlight,25,49.875114,-101.680371
White Bear 70,722,49.760658,-102.25191
Ocean Man 69,164,49.849069,-103.08549
Ocean Man 69A,5,49.897722,-103.148643
Ocean Man 69C,15,49.868414,-103.046272
Ocean Man 69E,10,49.821026,-102.938066
Ocean Man 69F,5,49.799144,-102.912852
Ocean Man 69G,0,49.852932,-102.938253
Ocean Man 69I,5,49.864916,-102.914638
Ocean Man 69H,5,49.861423,-102.877748
Ocean Man 69D,0,49.838859,-102.899633
Pheasant Rump Nakota 68,72,49.792313,-102.728146
Cambria No. 6,277,49.130531,-103.397844
Torquay,215,49.139919,-103.483517
Souris Valley No. 7,220,49.13082,-103.820625
Tribune,25,49.248297,-103.824291
Lake Alma No. 8,269,49.134693,-104.205909
Surprise Valley No. 9,211,49.100949,-104.510842
Minton,50,49.164547,-104.585558
Happy Valley No. 10,125,49.128502,-105.042828
Bengough,332,49.396892,-105.126844
Bengough No. 40,305,49.383986,-104.985406
The Gap No. 39,181,49.391599,-104.640464
Ceylon,97,49.458912,-104.60363
Laurier No. 38,253,49.392724,-104.207255
Radville,778,49.460996,-104.298989
Lomond No. 37,275,49.386109,-103.82707
Goodwater,40,49.394816,-103.70455
Cymri No. 36,568,49.359745,-103.536568
Halbrite,110,49.48729,-103.559277
Midale,510,49.397084,-103.409702
Macoun,272,49.3138,-103.26262
Griffin No. 66,430,49.653663,-103.417773
Weyburn No. 67,1103,49.595319,-103.824377
Weyburn,11019,49.665112,-103.849197
McTaggart,125,49.730456,-104.011091
Brokenshell No. 68,307,49.6543,-104.231208
Norton No. 69,233,49.643673,-104.528765
Pangman,238,49.64577,-104.660657
Key West No. 70,251,49.645894,-105.02619
Ogema,383,49.574472,-104.914707
Elmsthorpe No. 100,195,49.916163,-105.066212
Avonlea,411,50.013323,-105.055525
Caledonia No. 99,225,49.922898,-104.679711
Milestone,682,49.993521,-104.51787
Scott No. 98,215,49.923309,-104.269959
Lang,176,49.91997,-104.373161
Yellow Grass,483,49.806772,-104.163367
Wellington No. 97,274,49.916155,-103.837613
Fillmore No. 96,224,49.901057,-103.427759
Osage,25,49.957165,-103.58075
Fillmore,282,49.880221,-103.433823
Creelman,103,49.82026,-103.310445
Hart Butte No. 11,263,49.134375,-105.422921
Coronach,612,49.109598,-105.514908
Poplar Valley No. 12,190,49.126391,-105.779991
Rockglen,399,49.179398,-105.947069
Old Post No. 43,352,49.210131,-106.270144
Wood Mountain,20,49.370705,-106.38296
Glen McPherson No. 46,76,49.379327,-107.387001
Mankota No. 45,289,49.305612,-107.026706
Mankota,198,49.420306,-107.071532
Waverley No. 44,295,49.306137,-106.644726
Willow Bunch No. 42,285,49.376473,-105.749014
Willow Bunch,299,49.390987,-105.633656
Excel No. 71,411,49.604028,-105.448439
Lake of the Rivers No. 72,252,49.653761,-105.87986
Assiniboia,2333,49.631303,-105.991354
Stonehenge No. 73,385,49.625399,-106.218504
Limerick,114,49.652452,-106.265572
Wood River No. 74,466,49.654099,-106.602548
Lafleche,373,49.705302,-106.57562
Pinto Creek No. 75,251,49.676306,-106.907472
Kincaid,120,49.670025,-107.004688
Hazenmore,75,49.686721,-107.139848
Auvergne No. 76,381,49.667435,-107.422282
Ponteix,577,49.745337,-107.489267
Whiska Creek No. 106,512,49.909961,-107.449591
Neville,88,49.963572,-107.628225
Vanguard,184,49.905771,-107.300998
Glen Bain No. 105,195,49.913111,-107.017292
Gravelbourg No. 104,317,49.919835,-106.623188
Gravelbourg,986,49.874297,-106.555886
Sutton No. 103,230,49.907192,-106.203146
Mossbank,368,49.939283,-105.963209
Lake Johnston No. 102,140,49.908564,-105.862121
Terrell No. 101,210,49.919042,-105.494326
Wood Mountain 160,16,49.319232,-106.436668
Val Marie,120,49.24529,-107.72829
Val Marie No. 17,425,49.117366,-107.499819
Lone Tree No. 18,140,49.11932,-108.21964
Bracken,20,49.179046,-108.095011
Climax,137,49.207974,-108.391648
Frontier No. 19,347,49.130619,-108.79964
Frontier,364,49.205612,-108.563332
Reno No. 51,343,49.216748,-109.793457
Consul,50,49.294522,-109.519977
White Valley No. 49,352,49.396348,-108.797254
Eastend,607,49.514977,-108.821916
Wise Creek No. 77,188,49.6548,-107.845147
Cadillac,116,49.726211,-107.737223
Grassy Creek No. 78,341,49.563014,-108.236342
Shaunavon,1784,49.64673,-108.41489
Arlington No. 79,359,49.623081,-108.651323
Maple Creek No. 111,1167,49.679204,-109.5593
Maple Creek,2176,49.905019,-109.47653
Piapot No. 110,280,49.990085,-109.10747
Carmichael No. 109,462,49.925654,-108.687294
Bone Creek No. 108,362,49.829488,-108.229657
Lac Pelletier No. 107,563,49.91697,-107.858945
Nekaneet Cree Nation,169,49.609475,-109.780787
Moosomin No. 121,541,50.189121,-101.585836
Fleming,70,50.068163,-101.50033
Moosomin,2657,50.145373,-101.666289
Martin No. 122,254,50.184021,-101.872578
Wapella,278,50.258693,-101.971658
Silverwood No. 123,355,50.163594,-102.235065
Kingsley No. 124,396,50.167353,-102.628896
Kipling,1076,50.098846,-102.632169
Chester No. 125,333,50.171227,-103.024567
Windthorst,194,50.107891,-102.836184
Glenavon,179,50.192356,-103.138257
Wolseley,852,50.422578,-103.271398
Wolseley No. 155,366,50.440647,-103.174737
Elcapo No. 154,392,50.428469,-102.743887
Grenfell,1059,50.410592,-102.932316
Broadview,541,50.37849,-102.581748
Willowdale No. 153,248,50.41101,-102.178314
Whitewood,944,50.329799,-102.26609
Rocanville No. 151,544,50.415395,-101.880787
Rocanville,889,50.380853,-101.689613
Spy Hill No. 152,383,50.60191,-101.589535
Tantallon,84,50.536173,-101.841448
Spy Hill,173,50.603679,-101.68658
Gerald,129,50.665611,-101.793062
Langenburg No. 181,561,50.763238,-101.752281
Langenburg,1228,50.844648,-101.702468
Yarbo,48,50.696475,-101.934876
West End,41,50.548948,-102.416024
Fertile Belt No. 183,727,50.649447,-102.191822
Esterhazy,2345,50.65514,-102.072019
Atwater,27,50.775366,-102.224852
Bangor,40,50.806491,-102.343141
Bird's Point,150,50.54765,-102.356995
Stockholm,329,50.656708,-102.301849
Grayson No. 184,547,50.683392,-102.484916
Dubuc,71,50.683876,-102.475987
Grayson,185,50.7194,-102.644146
Melville Beach,54,50.615881,-102.723879
Waldron,15,50.850099,-102.511854
Killaly,58,50.756045,-102.835814
McLeod No. 185,401,50.717187,-103.070081
